Indicador;Territorio;Año;Sexo;Grupo de edad;Nivel de estudios;Desempleo registrado
Desempleo registrado;Ciutat de les Arts i de les Ciències;2023;Total;35-64;Total;6.92464358452139
Desempleo registrado;el Grau;2023;Total;35-64;Total;13.28125
Desempleo registrado;el Cabanyal-el Canyamelar;2023;Total;35-64;Total;14.7099767981439
Desempleo registrado;la Malva-rosa;2023;Total;35-64;Total;14.5751866334874
Desempleo registrado;Beteró;2023;Total;35-64;Total;11.9536128456735
Desempleo registrado;Natzaret;2023;Total;35-64;Total;18.6796699174794
Desempleo registrado;Aiora;2023;Total;35-64;Total;10.7296530257255
Desempleo registrado;Albors;2023;Total;35-64;Total;9.80392156862745
Desempleo registrado;la Creu del Grau;2023;Total;35-64;Total;13.2648503796338
Desempleo registrado;Camí Fondo;2023;Total;35-64;Total;12.128966223132
Desempleo registrado;Penya-roja;2023;Total;35-64;Total;5.69805194805195
Desempleo registrado;l'Illa Perduda;2023;Total;35-64;Total;10.662177328844
Desempleo registrado;Ciutat Jardí;2023;Total;35-64;Total;9.67669510552313
Desempleo registrado;l'Amistat;2023;Total;35-64;Total;12.2013034033309
Desempleo registrado;la Bega Baixa;2023;Total;35-64;Total;8.04878048780488
Desempleo registrado;la Carrasca;2023;Total;35-64;Total;7.265625
Desempleo registrado;Benimaclet;2023;Total;35-64;Total;9.98500107135205
Desempleo registrado;Camí de Vera;2023;Total;35-64;Total;7.82022471910112
Desempleo registrado;Orriols;2023;Total;35-64;Total;14.9676709313523
Desempleo registrado;Torrefiel;2023;Total;35-64;Total;13.2341356673961
Desempleo registrado;Sant Llorenç;2023;Total;35-64;Total;6.119767223578
Desempleo registrado;16.1 Benicalap;2023;Total;35-64;Total;10.4836209569081
Desempleo registrado;Ciutat Fallera;2023;Total;35-64;Total;13.7012736395214
Desempleo registrado;Benifaraig ;2023;Total;35-64;Total;7.30593607305936
Desempleo registrado;Poble Nou;2023;Total;35-64;Total;11.71875
Desempleo registrado;Carpesa;2023;Total;35-64;Total;10.5263157894737
Desempleo registrado;Cases de Bàrcena;2023;Total;35-64;Total;4.81283422459893
Desempleo registrado;Mauella;2023;Total;35-64;Total;0
Desempleo registrado;Massarrojos;2023;Total;35-64;Total;5.13698630136986
Desempleo registrado;Borbotó ;2023;Total;35-64;Total;9.23076923076923
Desempleo registrado;Benimàmet;2023;Total;35-64;Total;12.7985504859167
Desempleo registrado;Beniferri;2023;Total;35-64;Total;8.39285714285714
Desempleo registrado;el Forn d'Alcedo;2023;Total;35-64;Total;12.2413793103448
Desempleo registrado;Castellar-l'Oliveral;2023;Total;35-64;Total;11.727363848981
Desempleo registrado;Pinedo;2023;Total;35-64;Total;9.48200175592625
Desempleo registrado;el Saler;2023;Total;35-64;Total;7.86773090079818
Desempleo registrado;el Palmar;2023;Total;35-64;Total;5.1948051948052
Desempleo registrado;el Perellonet;2023;Total;35-64;Total;8.31024930747923
Desempleo registrado;la Torre;2023;Total;35-64;Total;15.6308851224106
Desempleo registrado;Faitanar;2023;Total;35-64;Total;6.87285223367698
